week,year,parlay_id,leg_number,parlay_type,was_bet_on,player_name,position,team,opponent,home_away,prop_type,line,prediction,leg_confidence,parlay_raw_confidence,correlation_adjustment,parlay_adjusted_confidence,dvoa_score,matchup_score,volume_score,injury_score,trend_score,gamescript_score,variance_score,weather_score,bet_result
12,2024,parlay_1763606247107,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247107,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247107,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247120,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247120,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247120,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247132,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247132,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247132,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247132,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247144,1,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247144,2,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247144,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763606247144,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675947955,1,generated,False,khalil shakir,Unknown,BUF,Unknown,AWAY,Receptions,4.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675947955,2,generated,False,trevor lawrence,Unknown,JAC,Unknown,AWAY,Pass Yds,213.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675947984,1,generated,False,brock purdy,Unknown,SF,Unknown,AWAY,Pass Yds,249.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675947984,2,generated,False,drake maye,Unknown,NE,Unknown,AWAY,Pass Completions,20.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675947996,1,generated,False,hunter henry,Unknown,NE,Unknown,AWAY,Rec Yds,40.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675947996,2,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948008,1,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948008,2,generated,False,christian mccaffrey,Unknown,SF,Unknown,AWAY,Rec Yds,42.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948021,1,generated,False,tetairoa mcmillan,Unknown,CAR,Unknown,AWAY,Rec Yds,59.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948021,2,generated,False,jared goff,Unknown,DET,Unknown,AWAY,Pass Yds,258.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948021,3,generated,False,brian thomas jr,Unknown,JAC,Unknown,AWAY,Receptions,4.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948033,1,generated,False,matthew golden,Unknown,GB,Unknown,AWAY,Receptions,2.5,UNDER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948033,2,generated,False,tyrell shavers,Unknown,BUF,Unknown,AWAY,Receptions,1.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948033,3,generated,False,sam darnold,Unknown,SEA,Unknown,AWAY,Pass Completions,19.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948044,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948044,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948044,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948055,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948055,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948055,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948068,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948068,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948068,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948068,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948079,1,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948079,2,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948079,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763675948079,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545527,1,generated,False,khalil shakir,Unknown,BUF,Unknown,AWAY,Receptions,4.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545527,2,generated,False,trevor lawrence,Unknown,JAC,Unknown,AWAY,Pass Yds,213.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545554,1,generated,False,brock purdy,Unknown,SF,Unknown,AWAY,Pass Yds,249.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545554,2,generated,False,drake maye,Unknown,NE,Unknown,AWAY,Pass Completions,20.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545566,1,generated,False,hunter henry,Unknown,NE,Unknown,AWAY,Rec Yds,40.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545566,2,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545578,1,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545578,2,generated,False,christian mccaffrey,Unknown,SF,Unknown,AWAY,Rec Yds,42.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545590,1,generated,False,tetairoa mcmillan,Unknown,CAR,Unknown,AWAY,Rec Yds,59.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545590,2,generated,False,jared goff,Unknown,DET,Unknown,AWAY,Pass Yds,258.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545590,3,generated,False,brian thomas jr,Unknown,JAC,Unknown,AWAY,Receptions,4.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545602,1,generated,False,matthew golden,Unknown,GB,Unknown,AWAY,Receptions,2.5,UNDER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545602,2,generated,False,tyrell shavers,Unknown,BUF,Unknown,AWAY,Receptions,1.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545602,3,generated,False,sam darnold,Unknown,SEA,Unknown,AWAY,Pass Completions,19.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545615,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545615,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545615,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545627,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545627,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545627,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545639,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545639,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545639,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545639,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545650,1,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545650,2,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545650,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763688545650,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949309,1,generated,False,khalil shakir,Unknown,BUF,Unknown,AWAY,Receptions,4.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949309,2,generated,False,trevor lawrence,Unknown,JAC,Unknown,AWAY,Pass Yds,213.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949334,1,generated,False,brock purdy,Unknown,SF,Unknown,AWAY,Pass Yds,249.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949334,2,generated,False,drake maye,Unknown,NE,Unknown,AWAY,Pass Completions,20.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949345,1,generated,False,hunter henry,Unknown,NE,Unknown,AWAY,Rec Yds,40.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949345,2,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949356,1,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949356,2,generated,False,christian mccaffrey,Unknown,SF,Unknown,AWAY,Rec Yds,42.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949367,1,generated,False,tetairoa mcmillan,Unknown,CAR,Unknown,AWAY,Rec Yds,59.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949367,2,generated,False,jared goff,Unknown,DET,Unknown,AWAY,Pass Yds,258.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949367,3,generated,False,brian thomas jr,Unknown,JAC,Unknown,AWAY,Receptions,4.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949378,1,generated,False,matthew golden,Unknown,GB,Unknown,AWAY,Receptions,2.5,UNDER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949378,2,generated,False,tyrell shavers,Unknown,BUF,Unknown,AWAY,Receptions,1.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949378,3,generated,False,sam darnold,Unknown,SEA,Unknown,AWAY,Pass Completions,19.5,OVER,63.0,63.0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949389,1,generated,False,travis etienne jr,Unknown,JAC,Unknown,AWAY,Rec Yds,13.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949389,2,generated,False,bryce young,Unknown,CAR,Unknown,AWAY,Pass Yds,200.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949389,3,generated,False,joshua palmer,Unknown,BUF,Unknown,AWAY,Receptions,2.5,OVER,62.0,62.0,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949405,1,generated,False,ty johnson,Unknown,BUF,Unknown,AWAY,Rec Yds,8.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949405,2,generated,False,aj barner,Unknown,SEA,Unknown,AWAY,Receptions,3.5,OVER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949405,3,generated,False,dontayvion wicks,Unknown,GB,Unknown,AWAY,Rec Yds,20.5,UNDER,61.0,61.0,0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949415,1,generated,False,jaxson dart,Unknown,NYG,Unknown,AWAY,Pass TDs,1.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949415,2,generated,False,chase brown,Unknown,CIN,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949415,3,generated,False,christian watson,Unknown,GB,Unknown,AWAY,Receptions,3.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949415,4,generated,False,aj brown,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949428,1,generated,False,romeo doubs,Unknown,GB,Unknown,AWAY,Rec Yds,50.5,UNDER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949428,2,generated,False,devonta smith,Unknown,PHI,Unknown,AWAY,Receptions,4.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949428,3,generated,False,jaxon smith-njigba,Unknown,SEA,Unknown,AWAY,Receptions,7.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763689949428,4,generated,False,cooper kupp,Unknown,SEA,Unknown,AWAY,Receptions,2.5,OVER,60.0,60.0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736651,1,generated,False,khalil shakir,Unknown,BUF,Unknown,AWAY,Receptions,4.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736651,2,generated,False,trevor lawrence,Unknown,JAC,Unknown,AWAY,Pass Yds,213.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736682,1,generated,False,brock purdy,Unknown,SF,Unknown,AWAY,Pass Yds,249.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736682,2,generated,False,drake maye,Unknown,NE,Unknown,AWAY,Pass Completions,20.5,OVER,66.0,66.0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736696,1,generated,False,hunter henry,Unknown,NE,Unknown,AWAY,Rec Yds,40.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736696,2,generated,False,alvin kamara,Unknown,NO,Unknown,AWAY,Rush Attempts,15.5,UNDER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2024,parlay_1763690736711,1,generated,False,josh allen,Unknown,BUF,Unknown,AWAY,Pass Completions,19.5,OVER,65.0,65.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
