BASIC,BASIC,BASIC,BASIC,BASIC,USAGE,USAGE,BASE,BASE,BASE,BASE,BASE,BASE,BASE,RED ZONE,RED ZONE,RED ZONE,ANALYTICS,ANALYTICS,ANALYTICS,ANALYTICS,FANTASY,FANTASY
Rk,Player,Tm,Pos,G,SNP,SNP%,ATT,YDS,YPC,TD,FUM,FUML,FD,RZ,GL,GL TD,EPA,EPA/ATT,DYAR,DVOA,FPTS,PPG
,Rico  Dowdle,CAR,RB,1,44,66.667,23,206,8.957,1,0,0,7,4,1,1,9.433,0.41,49.687,46.09,32.4,32.4
,Javonte  Williams,DAL,RB,1,44,70.968,16,135,8.438,1,0,0,6,4,1,0,6.926,0.433,65.443,93.04,26.9,26.9
,Breece  Hall,NYJ,RB,1,42,55.263,14,113,8.071,0,1,1,7,1,1,0,-2.153,-0.154,-0.079,-8.72,19.5,19.5
,Jacory  Croskey-Merritt,WAS,RB,1,27,45,14,111,7.929,2,1,1,6,2,1,0,2.754,0.197,19.243,18.82,29,29
,Quinshon  Judkins,CLV,RB,1,36,52.941,23,110,4.783,0,0,0,5,7,0,0,-1.234,-0.054,11.33,1.97,13.8,13.8
,Kenneth  Walker III,SEA,RB,1,23,42.593,10,86,8.6,0,0,0,3,2,1,0,1.218,0.122,27.919,59.77,9.6,9.6
,Emari  Demercado,ARZ,RB,1,17,25.758,3,81,27,0,1,1,1,0,0,0,-3.088,-1.029,2.256,11.2,8.1,8.1
,J.K.  Dobbins,DEN,RB,1,37,51.389,20,79,3.95,1,0,0,5,4,1,1,-2.648,-0.132,-14.694,-26.25,15.4,15.4
,Ashton  Jeanty,LV,RB,1,36,54.545,14,67,4.786,0,0,0,3,1,0,0,-1.597,-0.114,9.535,9.39,15.9,15.9
,Tony  Pollard,TEN,RB,1,43,65.152,14,67,4.786,1,1,1,4,2,1,1,-4.219,-0.301,-1.712,-11.33,16.8,16.8
,Jonathan  Taylor,IND,RB,1,43,75.439,17,66,3.882,3,0,0,6,9,4,1,2.092,0.123,53.519,52.44,29.6,29.6
,Kyren  Williams,LA,RB,1,57,89.063,14,65,4.643,0,1,1,4,4,1,0,-5.584,-0.399,-3.404,-13.51,33.1,33.1
,David  Montgomery,DET,RB,1,31,50.82,18,65,3.611,1,0,0,4,7,2,0,0.479,0.027,-16.617,-29.18,18.22,18.22
,Nick  Chubb,HST,RB,1,25,36.765,11,61,5.545,1,0,0,3,2,2,0,2.11,0.192,3.01,-3.19,12.1,12.1
,Justin  Herbert,LAC,QB,1,60,89.552,4,60,15,0,0,0,3,0,0,0,4.792,1.198,10.926,78.77,14.64,14.64
,Patrick  Mahomes,KC,QB,1,68,100,6,60,10,1,0,0,4,2,0,0,4.74,0.79,14.399,287.82,26.72,26.72
,Cam  Skattebo,NYG,RB,1,47,62.667,15,59,3.933,0,1,1,5,2,0,0,-12.623,-0.842,-11.917,-25.86,22.4,22.4
,Christian  McCaffrey,SF,RB,1,73,87.952,22,57,2.591,0,0,0,2,5,1,0,-6.754,-0.307,-9.146,-18.67,27.9,27.9
,Jaxson  Dart,NYG,QB,1,75,100,7,55,7.857,0,0,0,4,1,0,0,6.526,0.932,-0.401,-14.93,17.58,17.58
,Jahmyr  Gibbs,DET,RB,1,31,50.82,12,54,4.5,0,0,0,3,5,0,0,-0.971,-0.081,4.224,1.14,16.7,16.7
,Trevor  Lawrence,JAX,QB,1,61,100,10,54,5.4,2,1,1,6,4,3,1,2.307,0.231,-12.064,-59.18,28.24,28.24
,Josh  Allen,BUF,QB,1,68,100,9,53,5.889,0,1,1,3,2,1,0,-2.48,-0.276,-14.085,-116.41,21.42,21.42
,Jordan  Mason,MIN,RB,1,42,65.625,13,52,4,1,1,1,3,2,1,0,-5.7,-0.438,25.779,36.4,14.6,14.6
,Michael  Carter,ARZ,RB,1,38,57.576,18,51,2.833,1,0,0,2,2,1,1,-3.811,-0.212,-14.658,-27.65,18.3,18.3
,James  Cook,BUF,RB,1,43,63.235,15,49,3.267,0,0,0,2,3,0,0,-1.617,-0.108,4.248,-1.7,4.9,4.9
,Travis  Etienne,JAX,RB,1,33,54.098,12,49,4.083,0,0,0,2,3,0,0,1.426,0.119,3.064,-3.03,8.8,8.8
,Kareem  Hunt,KC,RB,1,21,30.882,7,49,7,2,0,0,3,4,4,1,2.783,0.398,31.854,78.34,18.7,18.7
,Omarion  Hampton,LAC,RB,1,37,55.224,12,44,3.667,0,0,0,2,2,0,0,0.259,0.022,3.857,-1.1,13,13
,Kendre  Miller,NO,RB,1,25,40.984,10,41,4.1,0,0,0,1,0,0,0,-1.145,-0.115,-6.716,-24.89,5.9,5.9
,Rachaad  White,TB,RB,1,46,74.194,14,41,2.929,2,0,0,5,4,2,1,0.284,0.02,33.711,40.13,23.1,23.1
,Jayden  Daniels,WAS,QB,1,60,100,8,39,4.875,0,0,0,2,1,0,0,0.183,0.023,-15.003,-76.84,17.14,17.14
,Zach  Charbonnet,SEA,RB,1,31,57.407,9,36,4,1,0,0,3,3,1,0,1.498,0.166,20.621,42.82,11.8,11.8
,Isiah  Pacheco,KC,RB,1,39,57.353,7,36,5.143,0,0,0,4,0,0,0,-0.142,-0.02,10.648,20.2,8.6,8.6
,Derrick  Henry,BLT,RB,1,27,67.5,15,33,2.2,1,0,0,3,3,2,1,-4.632,-0.309,-17.913,-32.17,9.3,9.3
,Jake  Browning,CIN,QB,1,61,100,4,31,7.75,0,0,0,2,1,0,0,3.536,0.884,-0.059,-13.67,19.14,19.14
,C.J.  Stroud,HST,QB,1,53,77.941,1,30,30,0,0,0,1,0,0,0,3.042,3.042,0,0,28.76,28.76
,Saquon  Barkley,PHI,RB,1,39,69.643,6,30,5,0,0,0,1,0,0,0,-1.143,-0.191,6.749,21.14,17.8,17.8
,Dak  Prescott,DAL,QB,1,62,100,7,28,4,0,0,0,2,0,0,0,0.769,0.11,2.823,23.53,28.28,28.28
,Alvin  Kamara,NO,RB,1,33,54.098,8,27,3.375,0,0,0,0,1,0,0,-2.559,-0.32,-8.257,-32.82,9.5,9.5
,Chase  Brown,CIN,RB,1,32,52.459,8,27,3.375,0,0,0,0,0,0,0,-2.104,-0.263,-1.689,-14.3,11.8,11.8
,Samaje  Perine,CIN,RB,1,26,42.623,4,27,6.75,0,0,0,2,0,0,0,0.37,0.093,14.243,98.85,4.9,4.9
,Justin  Fields,NYJ,QB,1,76,100,7,26,3.714,0,0,0,3,2,0,0,-0.544,-0.078,-11.184,-58.2,21.92,21.92
,Kyler  Murray,ARZ,QB,1,64,96.97,4,25,6.25,1,1,1,3,2,0,0,0.26,0.065,-11.384,-137.22,17.3,17.3
,Woody  Marks,HST,RB,1,26,38.235,7,24,3.429,0,0,0,1,2,1,0,-4.56,-0.651,-9.897,-38.74,2.4,2.4
,TreVeyon  Henderson,NE,RB,1,27,46.552,6,24,4,0,0,0,1,1,0,0,-1.067,-0.178,-7.402,-40.73,4.7,4.7
,Trevor  Etienne,CAR,RB,1,11,16.667,4,22,5.5,0,0,0,1,1,0,0,0.69,0.172,5.417,29.23,3.9,3.9
,Raheem  Mostert,LV,RB,1,30,45.455,7,22,3.143,0,0,0,1,1,0,0,-3.16,-0.451,0.795,-5.88,2.2,2.2
,DJ  Giddens,IND,RB,1,8,14.035,5,22,4.4,0,0,0,1,0,0,0,0.092,0.018,8.063,38.32,2.2,2.2
,Bo  Nix,DEN,QB,1,72,100,3,22,7.333,0,0,0,1,0,0,0,2.449,0.816,0.761,-2.53,15.88,15.88
,Dameon  Pierce,HST,RB,1,13,19.118,7,21,3,0,0,0,1,0,0,0,-0.447,-0.064,-16.003,-70.94,2.1,2.1
,Spencer  Rattler,NO,QB,1,58,95.082,6,21,3.5,0,0,0,3,0,0,0,0.063,0.011,-0.155,-12.63,15.1,15.1
,Antonio  Gibson,NE,RB,1,9,15.517,6,21,3.5,0,0,0,1,1,0,0,-0.769,-0.128,-9.153,-41.24,3.6,3.6
,Devin  Singletary,NYG,RB,1,22,29.333,6,20,3.333,0,0,0,2,0,0,0,1.556,0.259,2.258,-0.94,3.4,3.4
,Jerome  Ford,CLV,RB,1,25,36.765,5,18,3.6,0,0,0,2,2,1,0,1.607,0.321,5.56,11.33,5.8,5.8
,Zavier  Scott,MIN,RB,1,13,20.313,5,18,3.6,0,1,1,0,0,0,0,-3.556,-0.711,-5.702,-41.64,1.8,1.8
,Kimani  Vidal,LAC,RB,1,13,19.403,4,18,4.5,0,0,0,1,3,1,0,-0.346,-0.087,-2.462,-18.93,2.9,2.9
,De'Von  Achane,MIA,RB,1,46,85.185,10,16,1.6,0,0,0,2,2,1,0,-3.311,-0.331,-12.409,-37.54,16.6,16.6
,Baker  Mayfield,TB,QB,1,62,100,5,15,3,0,0,0,1,2,0,0,-0.281,-0.056,0,0,24.66,24.66
,Tyjae  Spears,TEN,RB,1,17,25.758,4,14,3.5,0,0,0,1,0,0,0,0.011,0.003,1.548,1.42,1.4,1.4
,Rhamondre  Stevenson,NE,RB,1,28,48.276,7,14,2,2,0,0,2,3,1,0,-0.523,-0.075,1.694,-3.17,16.7,16.7
,Blake  Corum,LA,RB,1,6,9.375,1,13,13,0,0,0,1,0,0,0,0.811,0.811,7.792,223.13,1.3,1.3
,Carson  Wentz,MIN,QB,1,63,98.438,3,13,4.333,0,0,0,0,0,0,0,-1.618,-0.539,0,0,14.74,14.74
,Hassan  Haskins,LAC,RB,1,14,20.896,5,13,2.6,0,0,0,0,0,0,0,-1.628,-0.326,-4.881,-36.98,2.5,2.5
,Brian  Robinson,SF,RB,1,11,13.253,5,12,2.4,0,0,0,2,0,0,0,1.666,0.333,-6.04,-28.04,1.2,1.2
,RJ  Harvey,DEN,RB,1,15,20.833,4,12,3,0,0,0,1,0,0,0,-0.743,-0.186,-2.34,-21.45,6,6
,AJ  Dillon,PHI,RB,1,7,12.5,2,12,6,0,0,0,1,1,0,0,0.366,0.183,6.464,54.83,1.2,1.2
,Drake  Maye,NE,QB,1,58,100,3,12,4,0,0,0,1,2,0,0,1.45,0.483,-4.568,-98.6,12.12,12.12
,Bam  Knight,ARZ,RB,1,11,16.667,4,11,2.75,1,0,0,2,2,1,1,0.612,0.153,3.104,7.54,9.4,9.4
,Jimmy  Horn Jr.,CAR,WR,1,18,27.273,2,10,5,0,0,0,0,0,0,0,0.396,0.198,1.749,-22.35,5.1,5.1
,Ryan  Flournoy,DAL,WR,1,34,54.839,2,10,5,0,0,0,1,0,0,0,-0.046,-0.023,6.095,18.22,18.4,18.4
,Ty  Johnson,BUF,RB,1,11,16.176,2,10,5,0,0,0,0,1,0,0,-0.487,-0.244,3.581,42.42,1,1
,Tre  Tucker,LV,WR,1,57,86.364,1,9,9,0,0,0,0,1,0,0,0.769,0.769,7.685,100.6,11.1,11.1
,Marvin  Mims Jr.,DEN,WR,1,28,38.889,1,9,9,0,0,0,0,0,0,0,0.822,0.822,5.123,47.04,3.9,3.9
,Quentin  Johnston,LAC,WR,1,53,79.104,1,9,9,0,0,0,0,0,0,0,0.702,0.702,6.431,106.62,8.9,8.9
,Xavier  Worthy,KC,WR,1,49,72.059,1,9,9,0,0,0,0,0,0,0,0.903,0.903,5.159,47.69,11.1,11.1
,Geno  Smith,LV,QB,1,66,100,3,8,2.667,0,0,0,2,2,0,0,0.155,0.052,-8.002,-59.47,5.92,5.92
,Adam  Prentice,DEN,FB,1,3,4.167,1,8,8,0,0,0,1,0,0,0,0.05,0.05,2.366,18.74,0.8,0.8
,Jaydon  Blue,DAL,RB,1,9,14.516,4,7,1.75,0,0,0,0,0,0,0,-1.312,-0.328,-1.955,-22.82,0.7,0.7
,Chris  Rodriguez Jr.,WAS,RB,1,13,21.667,5,7,1.4,0,0,0,1,4,0,0,-3.431,-0.686,-19.341,-88.1,0.7,0.7
,Jeremy  McNichols,WAS,RB,1,13,21.667,1,6,6,0,0,0,0,0,0,0,0.12,0.12,1.372,30.55,2.8,2.8
,Bhayshul  Tuten,JAX,RB,1,12,19.672,4,6,1.5,0,0,0,1,2,0,0,-1.462,-0.366,-6.527,-47.16,2.1,2.1
,Mac  Jones,SF,QB,1,83,100,4,5,1.25,0,0,0,2,0,0,0,3.004,0.751,-7.873,-40.89,22.18,22.18
,Dillon  Gabriel,CLV,QB,1,68,100,2,5,2.5,0,0,0,0,0,0,0,-1.22,-0.61,-7.615,-206,16.1,16.1
,Jaylin  Noel,HST,WR,1,19,27.941,1,5,5,0,0,0,0,0,0,0,0.15,0.15,-0.438,-49.39,9.8,9.8
,Tua  Tagovailoa,MIA,QB,1,54,100,1,5,5,0,0,0,0,0,0,0,-0.702,-0.702,0,0,22.74,22.74
,Isaiah  Davis,NYJ,RB,1,31,40.789,1,5,5,0,0,0,0,0,0,0,-0.214,-0.214,-0.082,-11.43,6.3,6.3
,Brashard  Smith,KC,RB,1,5,7.353,1,4,4,0,0,0,0,1,0,0,0.251,0.251,3.125,55.43,6.6,6.6
,Justice  Hill,BLT,RB,1,11,27.5,1,3,3,0,0,0,0,0,0,0,-1.292,-1.292,-1.581,-60.86,2.2,2.2
,Davis  Mills,HST,QB,1,15,22.059,3,3,1,0,0,0,0,0,0,0,-2.928,-0.976,0,0,1.22,1.22
,Jalen  Hurts,PHI,QB,1,56,100,2,3,1.5,0,0,0,0,0,0,0,-0.007,-0.004,0,0,19.5,19.5
,Julius  Chestnut,TEN,RB,1,3,4.545,1,3,3,0,0,0,1,0,0,0,0.547,0.547,3.246,33.28,0.3,0.3
,Sean  Tucker,TB,RB,1,12,19.355,3,3,1,0,0,0,0,1,0,0,-1.557,-0.519,-4.768,-53.72,2.9,2.9
,Daniel  Jones,IND,QB,1,49,85.965,1,2,2,0,0,0,1,0,0,0,1.134,1.134,2.175,13.77,16.68,16.68
,Tez  Johnson,TB,WR,1,19,30.645,1,2,2,0,0,0,0,0,0,0,-0.397,-0.397,-0.85,-56.48,10.1,10.1
,Bryce  Young,CAR,QB,1,66,100,3,1,0.333,0,0,0,0,1,1,0,0.415,0.138,0,0,14.02,14.02
,Jameson  Williams,DET,WR,1,50,81.967,1,1,1,0,0,0,0,0,0,0,-0.409,-0.409,-4.593,-135.47,2,2
,Ray  Davis,BUF,RB,1,6,8.824,2,1,0.5,0,0,0,0,1,0,0,-0.864,-0.432,-7.68,-77.27,0.1,0.1
,Matthew  Stafford,LA,QB,1,64,100,1,0,0,0,1,1,0,0,0,0,-5.882,-5.882,-16.129,-341.23,27.56,27.56
,Jalen  Milroe,SEA,QB,1,1,1.852,1,0,0,0,1,1,0,0,0,0,-5.439,-5.439,-14.144,-300.71,0,0
,Kyle  Juszczyk,SF,FB,1,34,40.964,1,-1,-1,0,0,0,0,1,1,0,-1.188,-1.188,-7.092,-87.54,5,5
,Taysom  Hill,NO,QB,1,8,13.115,6,-1,-0.167,0,0,0,1,1,0,0,-3.526,-0.588,-33.341,-101.09,0.66,0.66
,Ollie  Gordon II,MIA,RB,1,14,25.926,3,-2,-0.667,0,0,0,0,0,0,0,-2.423,-0.808,-10.688,-113.1,-0.2,-0.2
,Jared  Goff,DET,QB,1,61,100,2,-2,-1,0,0,0,0,2,0,0,-4.147,-2.074,0,0,22.12,22.12
,Dylan  Sampson,CLV,RB,1,7,10.294,1,-4,-4,0,0,0,0,0,0,0,-0.797,-0.797,-7.91,-234.53,1.2,1.2
,Sterling  Shepard,TB,WR,1,26,41.935,1,-5,-5,0,0,0,0,0,0,0,-1.139,-1.139,-9.024,-242.38,11.9,11.9
,Cam  Ward,TEN,QB,1,66,100,5,-6,-1.2,0,0,0,0,3,1,0,-2.949,-0.59,0,0,8,8